ID,Nome,Fonte do nome,Confianca,Lv min,Lv max,NPC inicio,NPC fim,Premio,Refs no codigo,No codigo,Em saves,Arquivos
1850,Power Book (11),client Questinfo.ini,high,115,135,"4704,1002,391,235,OldBeggar,TwinCity","4704,1002,391,235,OldBeggar,TwinCity","100 Silver \n=======================================\nFinal reward:  \nItem: L120 Super Clothing Pack  [item 728251,0,0,0,0,0,0]",4,sim,0,Game/MsgNpc/NpcHandler.cs; Game/MsgServer/MsgItemUsuagePacket.cs
1851,Power Book (12),client Questinfo.ini,high,115,135,"4704,1002,391,235,OldBeggar,TwinCity","4704,1002,391,235,OldBeggar,TwinCity","6,000 Silver and 1 hour EXP  \n=======================================\nFinal reward:  \nItem: L120 Super Clothing Pack  [item 728251,0,0,0,0,0,0]",1,sim,0,Game/MsgNpc/NpcHandler.cs
2365,Experience XP Skill,client Questinfo.ini,high,13,20,"7992,1002,0604,0688,XuLiang,WindPlain","7992,1002,0604,0688,XuLiang,WindPlain","Kill 50 Robins: 2 minutes of EXP, 500 silver and 10 minutes of Double EXP\nKill 100 Robins: 13 minutes of EXP, 1,300 silver and 25 minutes of Double EXP",2,sim,0,Game/MsgMonster/MonsterRole.cs
2375,Spirit Bead [Daily],client Questinfo.ini,high,100,200,"9998,1002,0426,0396,DailyQuestEnvoy,TwinCity","9998,1002,0426,0396,DailyQuestEnvoy,TwinCity","Some EXP, Study Points, Blessing and 1 Chi Token. [item 729304,0,0,0,0,0,0]",4,sim,0,Database/Server.cs; Database/ServerDatabase.cs; Game/MsgMonster/MonsterRole.cs
3634,Quest 3634,sugerido (sem nome no cliente),placeholder,,,,,,2,sim,0,Game/MsgMonster/MonsterRole.cs
3636,Quest 3636,sugerido (sem nome no cliente),placeholder,,,,,,1,sim,0,Game/MsgMonster/MonsterRole.cs
3638,Quest 3638,sugerido (sem nome no cliente),placeholder,,,,,,1,sim,0,Game/MsgMonster/MonsterRole.cs
3641,Quest 3641,sugerido (sem nome no cliente),placeholder,,,,,,3,sim,0,Client/PoolProcesor.cs; Game/MsgMonster/MonsterRole.cs
3642,Quest 3642,sugerido (sem nome no cliente),placeholder,,,,,,7,sim,0,Client/PoolProcesor.cs; Game/MsgNpc/NpcHandler.cs
3644,Quest 3644,sugerido (sem nome no cliente),placeholder,,,,,,1,sim,0,Game/MsgMonster/MonsterRole.cs
3645,Quest 3645,sugerido (sem nome no cliente),placeholder,,,,,,1,sim,0,Game/MsgMonster/MonsterRole.cs
3646,Quest 3646,sugerido (sem nome no cliente),placeholder,,,,,,1,sim,0,Game/MsgMonster/MonsterRole.cs
3647,Quest 3647,sugerido (sem nome no cliente),placeholder,,,,,,8,sim,0,Client/PoolProcesor.cs; Game/MsgNpc/NpcHandler.cs
3648,Quest 3648,sugerido (sem nome no cliente),placeholder,,,,,,1,sim,0,Game/MsgMonster/MonsterRole.cs
3801,Quest 3801,sugerido (sem nome no cliente),placeholder,,,,,,1,sim,0,Client/PoolProcesor.cs
6014,Magnolias All Around,client Questinfo.ini,high,80,200,"9998,1002,0426,0396,DailyQuestEnvoy,TwinCity","9998,1002,0426,0396,DailyQuestEnvoy,TwinCity","Some EXP, Study Points, Chi Token, and other items.  [item 700123,0,0,0,0,0,0][item 700103,0,0,0,0,0,0][item 754009,0,0,0,0,0,0][item 756009,0,0,0,0,0,0][item 1088000,0,0,0,0,0,0]",4,sim,0,Client/PoolProcesor.cs; Database/Server.cs; Database/ServerDatabase.cs
6049,Release the Souls,client Questinfo.ini,high,70,200,"301,1000,536,643,DesertGuardian,Desert","301,1000,536,643,DesertGuardian,Desert","120 minutes of EXP, 50 Study Points, Chi Token, and so on. [item 729304,0,0,0,0,0,0]",4,sim,0,Client/PoolProcesor.cs; Database/Server.cs; Database/ServerDatabase.cs
6126,Exorcism,client Questinfo.ini,high,80,200,"8233,1036,246,183,HeavenlyMaster,Market","8233,1036,246,183,HeavenlyMaster,Market","Study Points, Exorcism Token, Exorcism Pack, Golden Exorcism Pack, Chi Token. [item 711211,0,0,0,0,0,0][item 720948,0,0,0,0,0,0][item 729594,0,0,0,0,0,0][item 729304,0,0,0,0,0,0]",4,sim,0,Database/Server.cs; Database/ServerDatabase.cs
6129,Lonely Ben (Daily),client Questinfo.ini,high,87,107,"8513,1015,720,561,ArmorerYu,BirdIsland","8520,1015,748,580,LittleBen,BirdIsland","EXP, 2,000 Silver",1,sim,0,Role/RoleView.cs
6131,Deadly Trap (Daily),client Questinfo.ini,high,97,107,"8562,1015,335,319,AdjutantLi,BirdIsland","8562,1015,335,319,AdjutantLi,BirdIsland","EXP, 2,000 Silver",2,sim,0,Client/PoolProcesor.cs; Game/MsgServer/MsgDataPacket.cs
6245,Eth. Has A Price,client Questinfo.ini,high,60,200,"9998,1002,0426,0396,DailyQuestEnvoy,TwinCity","9998,1002,0426,0396,DailyQuestEnvoy,TwinCity","The higher level you`ve reached, the better reward you`ll receive. Level 130+: 600 minutes of EXP, 50 Study Points, 1 Chi Token. [item 729304,0,0,0,0,0,0]",2,sim,0,Database/Server.cs; Database/ServerDatabase.cs
6329,Honoring Ancestors,client Questinfo.ini,high,50,200,"9998,1002,0426,0396,DailyQuestEnvoy,TwinCity","9998,1002,0426,0396,DailyQuestEnvoy,TwinCity","5 hours of Blessing, 60 minutes of EXP, 50 Study Points, Chi Token, etc. [item 729304,0,0,0,0,0,0]",2,sim,0,Database/Server.cs; Database/ServerDatabase.cs
6366,Quest 6366,sugerido (sem nome no cliente),placeholder,,,,,,2,sim,0,Database/Server.cs; Database/ServerDatabase.cs
6390,Quest 6390,sugerido (sem nome no cliente),placeholder,,,,,,2,sim,0,Database/Server.cs; Database/ServerDatabase.cs
6435,Quest 6435,sugerido (sem nome no cliente),placeholder,,,,,,3,sim,0,Game/MsgNpc/NpcHandler.cs
35007,Quest 35007,sugerido (sem nome no cliente),placeholder,,,,,,4,sim,0,Database/Server.cs; Database/ServerDatabase.cs; Game/MsgMonster/MonsterRole.cs
35024,Quest 35024,sugerido (sem nome no cliente),placeholder,,,,,,2,sim,0,Database/Server.cs; Database/ServerDatabase.cs
35025,Quest 35025,sugerido (sem nome no cliente),placeholder,,,,,,6,sim,0,Database/Server.cs; Database/ServerDatabase.cs; Game/MsgMonster/MonsterRole.cs
35028,Quest 35028,sugerido (sem nome no cliente),placeholder,,,,,,4,sim,0,Database/Server.cs; Database/ServerDatabase.cs; Game/MsgMonster/MonsterRole.cs
35034,Quest 35034,sugerido (sem nome no cliente),placeholder,,,,,,5,sim,0,Database/Server.cs; Database/ServerDatabase.cs; Game/MsgMonster/MonsterRole.cs
