UID,Nome,Fonte do nome,Confianca,Tipo,Mesh,Mapa ID,Mapa,X,Y,Origem
4462,Flame10,NpcID enum (codigo),medium,Talker,6660,1038,faction,62,59,Npcs.txt
4026307,GW Jail,NpcID enum (codigo),medium,Talker,310,6001,prison,28,68,Npcs.txt
42,Jail Warden,NpcID enum (codigo),medium,Talker,380,6000,prison,35,69,Npcs.txt
4542,Jail Confiscator,NpcID enum (codigo),medium,Talker,8737,6000,prison,28,68,Npcs.txt
1000,Jail CP Admin,NpcID enum (codigo),medium,Talker,3331,6000,prison,31,68,Npcs.txt
13125,Frozen Grotto Guardian5,NpcID enum (codigo),medium,Talker,9781,2055,icecrypt-lev5,539,578,Npcs.txt
7781,Chi Master,NpcID enum (codigo),medium,Talker,8972,1004,forum,78,64,Npcs.txt
7780,Sage,NpcID enum (codigo),medium,Talker,8962,1004,forum,78,60,Npcs.txt
7779,Warlock,NpcID enum (codigo),medium,Talker,8952,1004,forum,78,56,Npcs.txt
7778,Martial Artist,NpcID enum (codigo),medium,Talker,8942,1004,forum,78,52,Npcs.txt
7777,Apothecary Sub Class,NpcID enum (codigo),medium,Talker,8932,1004,forum,78,48,Npcs.txt
7776,Performer,NpcID enum (codigo),medium,Talker,8922,1004,forum,78,44,Npcs.txt
31,General Bravery,Questinfo.ini (NPC citado na quest),high,Talker,310,1002,newplain,451,291,Npcs.txt
4026313,Pk War Quit,NpcID enum (codigo),medium,Talker,310,1508,ympk,106,140,Npcs.txt
870055,Upgrader 870055 - newplain,sugerido (tipo+id+mapa),placeholder,Upgrader,240,1002,newplain,421,352,Npcs.txt
770001,Talker 770001 - canyon,sugerido (tipo+id+mapa),placeholder,Talker,7717,1020,canyon,574,620,Npcs.txt
7863,Kit Merchant,NpcID enum (codigo),medium,Talker,8101,1036,street,204,212,Npcs.txt
2091995,Shop 2091995 - mine-one,sugerido (tipo+id+mapa),placeholder,Shop,32854,5000,mine-one,50,51,Npcs.txt
2091996,Shop 2091996 - mine-one,sugerido (tipo+id+mapa),placeholder,Shop,32854,5000,mine-one,50,52,Npcs.txt
2091997,Shop 2091997 - mine-one,sugerido (tipo+id+mapa),placeholder,Shop,32854,5000,mine-one,50,53,Npcs.txt
5681,Steed Seller,NpcID enum (codigo),medium,Type30,6220,1006,horse,37,34,Npcs.txt
6055,Stake,SobNpcs.txt,high,Stake,487,1039,playground,101,189,SobNpcs.txt
5050,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,71,199,SobNpcs.txt
250121,PVP Points,SobNpcs.txt,high,Talker,8930,1002,newplain,438,346,SobNpcs.txt
52100,Conq Ray,SobNpcs.txt,high,Talker,33247,3935,3935,421,367,SobNpcs.txt
52101,Conq Ray,SobNpcs.txt,high,Talker,33247,3935,3935,191,310,SobNpcs.txt
52102,Conq Ray,SobNpcs.txt,high,Talker,33246,3935,3935,198,407,SobNpcs.txt
52103,Conq Ray,SobNpcs.txt,high,Talker,33244,3935,3935,304,518,SobNpcs.txt
81702,PVE Points,SobNpcs.txt,high,Talker,8630,1002,newplain,432,360,SobNpcs.txt
252525,Knight Game,SobNpcs.txt,high,Talker,34400,1002,newplain,403,286,SobNpcs.txt
55057,Set+12,SobNpcs.txt,high,Talker,8630,5000,mine-one,80,80,SobNpcs.txt
770003,Boss Points,SobNpcs.txt,high,Talker,36502,1002,newplain,463,367,SobNpcs.txt
812132,Bless,SobNpcs.txt,high,Talker,6686,1036,street,212,207,SobNpcs.txt
349190,Souls Trade,SobNpcs.txt,high,Talker,50110,1002,newplain,446,361,SobNpcs.txt
770002,Online Points,SobNpcs.txt,high,Talker,1816,1002,newplain,413,379,SobNpcs.txt
103003,Five(n)Out,SobNpcs.txt,high,Talker,50210,1002,newplain,472,309,SobNpcs.txt
91345,Nobility PK,SobNpcs.txt,high,Talker,50230,1002,newplain,447,350,SobNpcs.txt
103004,Frozen Sky,SobNpcs.txt,high,Talker,16570,1002,newplain,469,349,SobNpcs.txt
52006,King Of The Hill,SobNpcs.txt,high,Talker,50190,1002,newplain,461,349,SobNpcs.txt
790,Pass The Bomb,SobNpcs.txt,high,Talker,48440,1002,newplain,443,331,SobNpcs.txt
782567,Set+12,SobNpcs.txt,high,Talker,8630,5000,mine-one,50,50,SobNpcs.txt
2021,Stone Change,SobNpcs.txt,high,Talker,11906,1002,newplain,422,378,SobNpcs.txt
778,Dragon War,SobNpcs.txt,high,Talker,50246,1002,newplain,422,330,SobNpcs.txt
81703,Level Up Map,SobNpcs.txt,high,Talker,1577,1002,newplain,448,444,SobNpcs.txt
52315,Boss Teleport,SobNpcs.txt,high,Talker,8942,1002,newplain,456,378,SobNpcs.txt
52000,Treasure Thief,SobNpcs.txt,high,Talker,22270,1002,newplain,447,246,SobNpcs.txt
770000,Elite Guild War,SobNpcs.txt,high,Talker,8500,1002,newplain,436,245,SobNpcs.txt
91214,Fortress War,SobNpcs.txt,high,Talker,5122,1002,newplain,457,388,SobNpcs.txt
12031,City War,SobNpcs.txt,high,Talker,2706,1002,newplain,421,368,SobNpcs.txt
8311,Trinity Points,SobNpcs.txt,high,Talker,5106,1002,newplain,424,341,SobNpcs.txt
779,Lastmanstanding,SobNpcs.txt,high,Talker,160,1002,newplain,476,346,SobNpcs.txt
29680,Trinity Envoy,SobNpcs.txt,high,Talker,4450,1002,newplain,438,377,SobNpcs.txt
30015,Item Promotion,SobNpcs.txt,high,Talker,5020,1004,forum,51,49,SobNpcs.txt
25013,Sun King,SobNpcs.txt,high,Talker,50050,3983,3983,428,360,SobNpcs.txt
821,[Twin City],SobNpcs.txt,high,Pole,1137,8839,babel,131,127,SobNpcs.txt
822,[Phoenix City],SobNpcs.txt,high,Pole,1137,8839,babel,133,253,SobNpcs.txt
823,[Ape City],SobNpcs.txt,high,Pole,1137,8839,babel,253,253,SobNpcs.txt
824,[Desert City],SobNpcs.txt,high,Pole,1137,8839,babel,253,125,SobNpcs.txt
825,[Bird Island],SobNpcs.txt,high,Pole,1137,8839,babel,195,207,SobNpcs.txt
25005,Golden Cicada,SobNpcs.txt,high,Talker,50977,3983,3983,85,70,SobNpcs.txt
810,Pole,SobNpcs.txt,high,Pole,1137,1038,faction,84,99,SobNpcs.txt
852,Fortress War,SobNpcs.txt,high,Pole,1137,501,Arena Solo1[TOW Online],54,55,SobNpcs.txt
830,Pole Domination,SobNpcs.txt,high,Stake,8686,1020,canyon,573,633,SobNpcs.txt
831,Pole Domination,SobNpcs.txt,high,Stake,8686,1015,island,725,573,SobNpcs.txt
832,Pole Domination,SobNpcs.txt,high,Stake,8686,1000,desert,509,710,SobNpcs.txt
833,Pole Domination,SobNpcs.txt,high,Stake,8686,1011,woods,282,287,SobNpcs.txt
820,Poll,SobNpcs.txt,high,Stake,31220,3868,3868,222,131,SobNpcs.txt
516074,Left Gate,SobNpcs.txt,high,Gate,241,1038,faction,163,210,SobNpcs.txt
516075,Right Gate,SobNpcs.txt,high,Gate,277,1038,faction,222,177,SobNpcs.txt
20571,Flag Base[1],SobNpcs.txt,high,Stake,8686,2057,bp-flag,326,447,SobNpcs.txt
20572,Flag Base[2],SobNpcs.txt,high,Stake,8686,2057,bp-flag,214,269,SobNpcs.txt
20573,Flag Base[3],SobNpcs.txt,high,Stake,8686,2057,bp-flag,207,98,SobNpcs.txt
516076,SW In Left Gate,SobNpcs.txt,high,Gate,277,3868,3868,175,138,SobNpcs.txt
516077,SW In Right Gate,SobNpcs.txt,high,Gate,277,3868,3868,281,143,SobNpcs.txt
516078,SW Left Gata,SobNpcs.txt,high,Gate,241,3868,3868,168,242,SobNpcs.txt
516079,SW Midle Gate,SobNpcs.txt,high,Gate,241,3868,3868,223,220,SobNpcs.txt
516080,SW Right Gate,SobNpcs.txt,high,Gate,241,3868,3868,290,241,SobNpcs.txt
5009,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,50,170,SobNpcs.txt
6003,Stake,SobNpcs.txt,high,Stake,427,1039,playground,32,208,SobNpcs.txt
6002,Stake,SobNpcs.txt,high,Stake,427,1039,playground,28,212,SobNpcs.txt
6001,Stake,SobNpcs.txt,high,Stake,427,1039,playground,24,216,SobNpcs.txt
6000,Stake,SobNpcs.txt,high,Stake,427,1039,playground,20,220,SobNpcs.txt
5461,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,479,271,SobNpcs.txt
5460,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,475,275,SobNpcs.txt
5459,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,471,279,SobNpcs.txt
5458,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,467,283,SobNpcs.txt
5457,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,463,287,SobNpcs.txt
5456,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,459,291,SobNpcs.txt
5455,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,455,295,SobNpcs.txt
5454,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,447,303,SobNpcs.txt
5453,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,443,307,SobNpcs.txt
5452,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,439,311,SobNpcs.txt
5451,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,435,315,SobNpcs.txt
5450,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,431,319,SobNpcs.txt
5449,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,427,323,SobNpcs.txt
5448,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,423,327,SobNpcs.txt
5447,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,415,335,SobNpcs.txt
5445,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,407,343,SobNpcs.txt
5446,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,411,339,SobNpcs.txt
5444,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,403,347,SobNpcs.txt
5442,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,395,355,SobNpcs.txt
5443,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,399,351,SobNpcs.txt
5441,Scarecrow,SobNpcs.txt,high,Scarecrow,1527,1039,playground,391,359,SobNpcs.txt
5439,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,359,391,SobNpcs.txt
5440,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,363,387,SobNpcs.txt
5438,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,355,395,SobNpcs.txt
5436,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,347,403,SobNpcs.txt
5437,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,351,399,SobNpcs.txt
5435,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,343,407,SobNpcs.txt
5433,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,331,419,SobNpcs.txt
5434,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,339,411,SobNpcs.txt
5002,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,18,202,SobNpcs.txt
5003,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,22,198,SobNpcs.txt
5004,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,26,194,SobNpcs.txt
5005,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,30,190,SobNpcs.txt
5006,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,34,186,SobNpcs.txt
5007,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,42,178,SobNpcs.txt
5008,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,46,174,SobNpcs.txt
5432,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,327,423,SobNpcs.txt
5431,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,323,427,SobNpcs.txt
5430,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,319,431,SobNpcs.txt
5429,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,315,435,SobNpcs.txt
5428,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,311,439,SobNpcs.txt
5427,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,307,443,SobNpcs.txt
5426,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,299,451,SobNpcs.txt
5425,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,295,455,SobNpcs.txt
5424,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,291,459,SobNpcs.txt
5423,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,287,463,SobNpcs.txt
5422,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,283,467,SobNpcs.txt
5421,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,279,471,SobNpcs.txt
5420,Scarecrow,SobNpcs.txt,high,Scarecrow,1037,1039,playground,275,475,SobNpcs.txt
5419,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,454,246,SobNpcs.txt
5418,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,450,250,SobNpcs.txt
5417,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,446,254,SobNpcs.txt
5416,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,442,258,SobNpcs.txt
5415,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,438,262,SobNpcs.txt
5414,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,434,266,SobNpcs.txt
5413,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,430,270,SobNpcs.txt
5412,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,422,278,SobNpcs.txt
5411,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,418,282,SobNpcs.txt
5410,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,414,286,SobNpcs.txt
5409,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,410,290,SobNpcs.txt
5408,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,406,294,SobNpcs.txt
5407,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,402,298,SobNpcs.txt
5406,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,398,302,SobNpcs.txt
5405,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,390,310,SobNpcs.txt
5404,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,386,314,SobNpcs.txt
5403,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,382,318,SobNpcs.txt
5402,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,378,322,SobNpcs.txt
5401,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,374,326,SobNpcs.txt
5400,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,370,330,SobNpcs.txt
5399,Scarecrow,SobNpcs.txt,high,Scarecrow,1007,1039,playground,366,334,SobNpcs.txt
5398,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,338,362,SobNpcs.txt
5397,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,334,366,SobNpcs.txt
5396,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,330,370,SobNpcs.txt
5395,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,326,374,SobNpcs.txt
5394,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,322,378,SobNpcs.txt
5393,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,318,382,SobNpcs.txt
5392,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,314,386,SobNpcs.txt
5391,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,306,394,SobNpcs.txt
5390,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,302,398,SobNpcs.txt
5389,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,298,402,SobNpcs.txt
5388,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,294,406,SobNpcs.txt
5387,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,290,410,SobNpcs.txt
5386,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,286,414,SobNpcs.txt
5385,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,282,418,SobNpcs.txt
5384,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,274,426,SobNpcs.txt
5383,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,270,430,SobNpcs.txt
5382,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,266,434,SobNpcs.txt
5381,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,262,438,SobNpcs.txt
5380,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,258,442,SobNpcs.txt
5379,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,254,446,SobNpcs.txt
5378,Scarecrow,SobNpcs.txt,high,Scarecrow,977,1039,playground,250,450,SobNpcs.txt
5377,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,429,221,SobNpcs.txt
5376,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,425,225,SobNpcs.txt
5375,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,421,229,SobNpcs.txt
5374,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,417,233,SobNpcs.txt
5373,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,413,237,SobNpcs.txt
5372,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,409,241,SobNpcs.txt
5371,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,405,245,SobNpcs.txt
5370,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,397,253,SobNpcs.txt
5369,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,393,257,SobNpcs.txt
5368,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,389,261,SobNpcs.txt
5367,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,385,265,SobNpcs.txt
5366,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,381,269,SobNpcs.txt
5365,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,377,273,SobNpcs.txt
5364,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,373,277,SobNpcs.txt
5363,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,365,285,SobNpcs.txt
5362,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,361,289,SobNpcs.txt
5361,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,357,293,SobNpcs.txt
5360,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,353,297,SobNpcs.txt
5359,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,349,301,SobNpcs.txt
5358,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,345,305,SobNpcs.txt
5357,Scarecrow,SobNpcs.txt,high,Scarecrow,947,1039,playground,341,309,SobNpcs.txt
5356,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,313,337,SobNpcs.txt
5355,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,309,341,SobNpcs.txt
5354,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,305,345,SobNpcs.txt
5353,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,301,349,SobNpcs.txt
5352,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,297,353,SobNpcs.txt
5351,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,293,357,SobNpcs.txt
5350,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,289,361,SobNpcs.txt
5349,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,281,369,SobNpcs.txt
5348,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,277,373,SobNpcs.txt
5347,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,273,377,SobNpcs.txt
5346,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,269,381,SobNpcs.txt
5345,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,265,385,SobNpcs.txt
5344,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,261,389,SobNpcs.txt
5343,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,257,393,SobNpcs.txt
5342,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,249,401,SobNpcs.txt
5341,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,245,405,SobNpcs.txt
5340,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,241,409,SobNpcs.txt
5339,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,237,413,SobNpcs.txt
5338,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,233,417,SobNpcs.txt
5337,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,229,421,SobNpcs.txt
5336,Scarecrow,SobNpcs.txt,high,Scarecrow,917,1039,playground,225,425,SobNpcs.txt
5335,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,404,196,SobNpcs.txt
5334,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,400,200,SobNpcs.txt
5333,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,396,204,SobNpcs.txt
5332,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,392,208,SobNpcs.txt
5331,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,388,212,SobNpcs.txt
5330,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,384,216,SobNpcs.txt
5329,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,380,220,SobNpcs.txt
5328,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,372,228,SobNpcs.txt
5327,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,368,232,SobNpcs.txt
5326,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,364,236,SobNpcs.txt
5325,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,360,240,SobNpcs.txt
5324,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,356,244,SobNpcs.txt
5323,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,352,248,SobNpcs.txt
5322,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,348,252,SobNpcs.txt
5321,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,340,260,SobNpcs.txt
5320,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,336,264,SobNpcs.txt
5319,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,332,268,SobNpcs.txt
5318,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,328,272,SobNpcs.txt
5317,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,324,276,SobNpcs.txt
5316,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,320,280,SobNpcs.txt
5315,Scarecrow,SobNpcs.txt,high,Scarecrow,887,1039,playground,316,284,SobNpcs.txt
5314,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,288,312,SobNpcs.txt
5313,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,284,316,SobNpcs.txt
5312,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,280,320,SobNpcs.txt
5311,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,276,324,SobNpcs.txt
5310,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,272,328,SobNpcs.txt
5309,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,268,332,SobNpcs.txt
5308,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,264,336,SobNpcs.txt
5307,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,256,344,SobNpcs.txt
5306,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,252,348,SobNpcs.txt
5305,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,248,352,SobNpcs.txt
5304,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,244,356,SobNpcs.txt
5303,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,240,360,SobNpcs.txt
5302,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,236,364,SobNpcs.txt
5301,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,232,368,SobNpcs.txt
5300,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,224,376,SobNpcs.txt
5299,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,220,380,SobNpcs.txt
5298,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,216,384,SobNpcs.txt
5297,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,212,388,SobNpcs.txt
5296,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,208,392,SobNpcs.txt
5295,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,204,396,SobNpcs.txt
5294,Scarecrow,SobNpcs.txt,high,Scarecrow,857,1039,playground,200,400,SobNpcs.txt
5293,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,379,171,SobNpcs.txt
5292,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,375,175,SobNpcs.txt
5291,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,371,179,SobNpcs.txt
5290,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,367,183,SobNpcs.txt
5289,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,363,187,SobNpcs.txt
5288,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,359,191,SobNpcs.txt
5287,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,355,195,SobNpcs.txt
5286,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,347,203,SobNpcs.txt
5285,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,343,207,SobNpcs.txt
5284,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,339,211,SobNpcs.txt
5283,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,335,215,SobNpcs.txt
5282,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,331,219,SobNpcs.txt
5281,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,327,223,SobNpcs.txt
5280,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,323,227,SobNpcs.txt
5279,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,315,235,SobNpcs.txt
5278,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,311,239,SobNpcs.txt
