currency,op,file,line,npc,method,case,target,amount,hint
Gold,gain,Game/MsgNpc/NpcHandler.cs,43570,CaptorCooke,CaptorCooke,21,client.Player,1500,"You received 475,000 EXP, a pair of Elite Shoes and 1500 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,43623,CaptorCooke,CaptorCooke,3,client.Player,1500,"You received 890,000 EXP, and 1,500 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,43681,HeresySnakemanLeader,HeresySnakemanLeader,12,client.Player,2000,"You received 1,205,000 EXP, and 2,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,43800,HarmonyTaoist,HarmonyTaoist,82,client.Player,2000,"You received 1,205,000 EXP, and 2,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,43826,HarmonyTaoist,HarmonyTaoist,71,client.Player,500,"You received 301,000 EXP, and 500 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,43895,HarmonyTaoist,HarmonyTaoist,42,client.Player,2000,"You received 1,187,000 EXP, and 2,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,43937,HarmonyTaoist,HarmonyTaoist,32,client.Player,1500,"You received 1,290,000 EXP, and 1,500 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,43958,HarmonyTaoist,HarmonyTaoist,22,client.Player,1500,"You received 890,000 EXP, and 1,500 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44001,HarmonyTaoist,HarmonyTaoist,12,client.Player,2000,"You received 1,223,000 EXP, and 2,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44044,HarmonyTaoist,HarmonyTaoist,3,client.Player,2000,"You received 1,170,000 EXP, and 2,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44125,MoonMaiden,MoonMaiden,32,client.Player,2000,"You received 1,223,000 points of EXP, 2 Diligence Book, and 2,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44170,MoonMaiden,MoonMaiden,22,client.Player,2000,"You received 1,170,000 points of EXP, 2 EXPBallScrap, and 2,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44214,MoonMaiden,MoonMaiden,12,client.Player,1200,"You received 702000 EXP, a Meteor and 1200 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44241,MoonMaiden,MoonMaiden,2,client.Player,5000,"You received 292,000 points of EXP, and 5,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44317,TempestTaoist,TempestTaoist,22,client.Player,2000,"You received 1,134,000 points of EXP, and 2,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44365,TempestTaoist,TempestTaoist,12,client.Player,1500,"You received 1,250,000 points of EXP, 1 EXP Ball Scrap, and 1,500 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44395,TempestTaoist,TempestTaoist,2,client.Player,1500,"You received 850,000 points of EXP, and 1,500 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44486,ArdenteTaoist,ArdenteTaoist,12,client.Player,2000,"You received 1,134,000 points of EXP, and 2,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44538,ArdenteTaoist,ArdenteTaoist,3,client.Player,2000,"You received 1,079,000 points of EXP, 1 Small Joy Stone, and 2,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44641,BreezePupil,BreezePupil,12,client.Player,2000,"You received 1,116,000 points of EXP, 5 Amritas, and 2,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44698,BreezePupil,BreezePupil,3,client.Player,2000,"You received 1,079,000 points of EXP, and 2,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44800,PoisonMaster,PoisonMaster,92,client.Player,900,"You received 518,000 points of EXP,a level 60 Elite Ring and 900 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44860,PoisonMaster,PoisonMaster,82,client.Player,2000,"You received 1,152,000 points of EXP, and 2,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44900,PoisonMaster,PoisonMaster,72,client.Player,1500,"You received 864,000 points of EXP, and 1,500 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,44950,PoisonMaster,PoisonMaster,62,client.Player,800,"You received 461,000 points of EXP, and 800 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,45007,PoisonMaster,PoisonMaster,52,client.Player,500,"You received 288,000 points of EXp, and 500 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,45050,PoisonMaster,PoisonMaster,42,client.Player,2000,"You received 1,116,000 points of EXp, 1 Meteor and 2,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,45095,PoisonMaster,PoisonMaster,32,client.Player,1000,"You received 558,000 points of EXp, and 1000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,45160,PoisonMaster,PoisonMaster,22,client.Player,1000,"You received 279,000 points of EXp, 1 EXP Ball Scrap, and 1,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,45228,PoisonMaster,PoisonMaster,12,client.Player,1500,"You received 809,000 points of EXp, 5 Amritas and 1,500 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,45257,PoisonMaster,PoisonMaster,2,client.Player,800,"You received 247,000 points of EXp, and 800 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,45507,CarpenterJack,CarpenterJack,32,client.Player,1000,"You received 247,000 points of EXP, 1 Ape City Gage and 1,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,45535,CarpenterJack,CarpenterJack,20,client.Player,1500,"You received 743,000 points of Exp, 1,500 Silver, 1 Meteor."
Gold,gain,Game/MsgNpc/NpcHandler.cs,45587,CarpenterJack,CarpenterJack,1,client.Player,500,"You received 247,000 points of EXP, 500 Silver, and 1 Diligence Book."
Gold,gain,Game/MsgNpc/NpcHandler.cs,45671,ACCastellan,ACCastellan,10,client.Player,800,"You received 374,000 points of EXP, 800 Silver, and 1 Apec City Gate."
Gold,gain,Game/MsgNpc/NpcHandler.cs,45717,ACCastellan,ACCastellan,1,client.Player,1500,"You received 674,000 points of Exp, 1,500 Silver and 1 Exp Ball Scrap."
Gold,gain,Game/MsgNpc/NpcHandler.cs,45813,Lydia,Lydia,3,client.Player,1500,"You received 701,000 points of EXP, 1,500 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,45897,AC_Lieutenant,AC_Lieutenant,22,client.Player,1500,"You received 701,000 points of EXP, 1,500 Silver, 1 emerald and level50 EliteBoots."
Gold,gain,Game/MsgNpc/NpcHandler.cs,45947,AC_Lieutenant,AC_Lieutenant,17,client.Player,1500,"You received 701,000 points of EXP, 1,500 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,45991,AC_Lieutenant,AC_Lieutenant,12,client.Player,1000,"You received 467,000 points of EXP, 1,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,46035,AC_Lieutenant,AC_Lieutenant,7,client.Player,1000,"You received 674,000 points of EXP, 1,000 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,46056,AC_Lieutenant,AC_Lieutenant,1,client.Player,400,"You received 179,000 points of EXP, 400 Silver, and 5 Amritas."
Gold,gain,Game/MsgNpc/NpcHandler.cs,46112,AC_Lieutenant,AC_Lieutenant,4,client.Player,1500,"You received 674,000 points of EXP, 1,500 Silver, and 1 +1Stone."
Gold,gain,Game/MsgNpc/NpcHandler.cs,46423,ThiefChen,ThiefChen,2,client.Player,100,You've received 100 Silver.
Gold,gain,Game/MsgNpc/NpcHandler.cs,46445,ThiefChen,ThiefChen,4,client.Player,100,You've received 100 Silver and 1600 EXP.
Gold,gain,Game/MsgNpc/NpcHandler.cs,46582,ThiefWong,ThiefWong,2,client.Player,100,Let me check.
Gold,gain,Game/MsgNpc/NpcHandler.cs,46616,ThiefWong,ThiefWong,10,client.Player,1000,"You've received EXP worth 1/6 EXP Ball and 1,000 Silver!"
Gold,gain,Game/MsgNpc/NpcHandler.cs,46772,VeteranHong,VeteranHong,2,client.Player,100,You've received 100 Silver.
Gold,gain,Game/MsgNpc/NpcHandler.cs,46805,VeteranHong,VeteranHong,6,client.Player,100,You've received 100 Silver!
Gold,gain,Game/MsgNpc/NpcHandler.cs,46840,VeteranHong,VeteranHong,10,client.Player,1000,"You've received EXP worth 1/6 EXP Ball and 1,000 Silver!"
Gold,gain,Game/MsgNpc/NpcHandler.cs,46965,ScholarWu,ScholarWu,8,client.Player,1500,"You've received EXP worth 1/3 EXP Ball and 1,500 Silver!"
Gold,gain,Game/MsgNpc/NpcHandler.cs,46994,ScholarWu,ScholarWu,2,client.Player,100,You've received 100 Silver!
Gold,gain,Game/MsgNpc/NpcHandler.cs,47227,PharmacistMuMu,PharmacistMuMu,2,client.Player,100,You've received 100 Silver!
Gold,gain,Game/MsgNpc/NpcHandler.cs,47267,PharmacistMuMu,PharmacistMuMu,5,client.Player,100,You've received 100 Silver!
Gold,gain,Game/MsgNpc/NpcHandler.cs,47368,ApprenticeLuo,ApprenticeLuo,2,client.Player,100,You've completed the quest and received 100 Silver!
Gold,gain,Game/MsgNpc/NpcHandler.cs,47486,ArtisanLuo,ArtisanLuo,10,client.Player,100,You've completed the quest and received 100 Silver!
Gold,gain,Game/MsgNpc/NpcHandler.cs,47503,ArtisanLuo,ArtisanLuo,11,client.Player,100,You've completed the quest and received 100 Silver!
Gold,gain,Game/MsgNpc/NpcHandler.cs,47552,ArtisanLuo,ArtisanLuo,16,client.Player,1500,"You've received EXP worth 1/6 EXP Ball and 1,500 Silver!"
Gold,gain,Game/MsgNpc/NpcHandler.cs,47617,ArtisanLuo,ArtisanLuo,5,client.Player,400,You~are~welcome.
Gold,gain,Game/MsgNpc/NpcHandler.cs,47774,DealerShen,DealerShen,2,client.Player,100,You've completed the quest and received 100 Silver!
Gold,gain,Game/MsgNpc/NpcHandler.cs,47825,DealerShen,DealerShen,5,client.Player,100,You've completed the quest and received 100 Silver!
Gold,gain,Game/MsgNpc/NpcHandler.cs,47864,DealerShen,DealerShen,7,client.Player,100,You've completed the quest and received 100 Silver!
Gold,gain,Game/MsgNpc/NpcHandler.cs,47933,DealerShen,DealerShen,10,client.Player,100,You've completed the quest and received 100 Silver!
Gold,gain,Game/MsgNpc/NpcHandler.cs,48035,Minstrel,Minstrel,2,client.Player,100,You've completed the quest and received 100 Silver!
Gold,gain,Game/MsgNpc/NpcHandler.cs,48107,Minstrel,Minstrel,7,client.Player,1000,"You've received EXP worth 1/6 EXP Ball and 1,000 Silver!"
Gold,gain,Game/MsgNpc/NpcHandler.cs,48214,DoctorLi,DoctorLi,3,client.Player,100,recovery
Gold,gain,Game/MsgNpc/NpcHandler.cs,48290,DoctorLi,DoctorLi,7,client.Player,100,recovery
Gold,gain,Game/MsgNpc/NpcHandler.cs,48409,OfficerBao,OfficerBao,2,client.Player,100,recovery
Gold,gain,Game/MsgNpc/NpcHandler.cs,48450,OfficerBao,OfficerBao,4,client.Player,100,recovery
Gold,gain,Game/MsgNpc/NpcHandler.cs,48481,OfficerBao,OfficerBao,8,client.Player,3000,recovery
Gold,gain,Game/MsgNpc/NpcHandler.cs,48634,GeneralAmber,GeneralAmber,2,client.Player,100,recovery
Gold,gain,Game/MsgNpc/NpcHandler.cs,48677,GeneralAmber,GeneralAmber,5,client.Player,100,recovery
Gold,gain,Game/MsgNpc/NpcHandler.cs,48721,GeneralAmber,GeneralAmber,8,client.Player,100,recovery
Gold,gain,Game/MsgNpc/NpcHandler.cs,48759,GeneralAmber,GeneralAmber,10,client.Player,100,recovery
Gold,gain,Game/MsgNpc/NpcHandler.cs,48855,GuardLi,GuardLi,1,client.Player,100,recovery
Gold,gain,Game/MsgNpc/NpcHandler.cs,49025,KungfuMaster,KungfuMaster,16,client.Player,4000,recovery
Gold,gain,Game/MsgNpc/NpcHandler.cs,49457,PharmacistDong,PharmacistDong,2,client.Player,100,recovery
Gold,gain,Game/MsgNpc/NpcHandler.cs,49679,GeneralJudd,GeneralJudd,2,client.Player,100,recovery
Gold,gain,Game/MsgNpc/NpcHandler.cs,49721,GeneralJudd,GeneralJudd,4,client.Player,100,recovery
Gold,gain,Game/MsgNpc/NpcHandler.cs,49838,DuSan,DuSan,13,client.Player,5000,recovery
Gold,gain,Game/MsgNpc/NpcHandler.cs,49877,DuSan,DuSan,2,client.Player,100,recovery
CP,spend,Game/MsgNpc/NpcHandler.cs,50063,MysterCheast1,MysterCheast1,4,client.Player,cps,
CP,spend,Game/MsgNpc/NpcHandler.cs,50261,MysterCheast2,MysterCheast2,4,client.Player,cps,
CP,spend,Game/MsgNpc/NpcHandler.cs,50460,MysterCheast3,MysterCheast3,4,client.Player,cps,
CP,spend,Game/MsgNpc/NpcHandler.cs,50659,MysterCheast4,MysterCheast4,4,client.Player,cps,
CP,spend,Game/MsgNpc/NpcHandler.cs,50858,MysterCheast5,MysterCheast5,4,client.Player,cps,
CP,spend,Game/MsgNpc/NpcHandler.cs,51074,MagnoliaEnvoy,MagnoliaEnvoy,3,client.Player,50,"Sorry, but you don`t have enough CPs."
CP,spend,Game/MsgNpc/NpcHandler.cs,51113,MagnoliaEnvoy,MagnoliaEnvoy,5,client.Player,600,Please make 1 more space in your inventory
CP,spend,Game/MsgNpc/NpcHandler.cs,51247,DesertGuardian,DesertGuardian,3,client.Player,700,Please make 1 more space in your inventory
CP,spend,Game/MsgNpc/NpcHandler.cs,51377,DailyNormalSpiritBead,DailyNormalSpiritBead,2,client.Player,500,"Sorry, but you don`t have enough CPs."
CP,spend,Game/MsgNpc/NpcHandler.cs,51450,DailyRefinedSpiritBead,DailyRefinedSpiritBead,2,client.Player,500,"Sorry, but you don`t have enough CPs."
CP,spend,Game/MsgNpc/NpcHandler.cs,51523,DailyUniqueSpiritBead,DailyUniqueSpiritBead,2,client.Player,500,"Sorry, but you don`t have enough CPs."
CP,spend,Game/MsgNpc/NpcHandler.cs,51596,DailyEliteSpiritBead,DailyEliteSpiritBead,2,client.Player,500,"Sorry, but you don`t have enough CPs."
CP,spend,Game/MsgNpc/NpcHandler.cs,51669,DailySuperSpiritBead,DailySuperSpiritBead,2,client.Player,500,"Sorry, but you don`t have enough CPs."
CP,spend,Game/MsgNpc/NpcHandler.cs,51759,HeavenlyMaster,HeavenlyMaster,11,client.Player,1500,
CP,spend,Game/MsgNpc/NpcHandler.cs,52186,DailyQuestEnvoy,DailyQuestEnvoy,53,client.Player,500,Let me check.
CP,spend,Game/MsgNpc/NpcHandler.cs,52273,DailyQuestEnvoy,DailyQuestEnvoy,52,client.Player,100,You received a 
CP,spend,Game/MsgNpc/NpcHandler.cs,52380,DailyQuestEnvoy,DailyQuestEnvoy,35,client.Player,50,"You received 70 Study Points, 240 minutes of EXP, 1 Chi Token and 1 Protection Pill."
CP,spend,Game/MsgNpc/NpcHandler.cs,52595,DailyQuestEnvoy,DailyQuestEnvoy,112,client.Player,50,eidolon
CP,spend,Game/MsgNpc/NpcHandler.cs,52747,DailyQuestEnvoy,DailyQuestEnvoy,5,client.Player,50,You~received~
Gold,gain,Game/MsgNpc/NpcHandler.cs,53114,MilitiaCaptain,MilitiaCaptain,8,client.Player,500,"You've receive some EXP 1,000 Silver, 5 EXP Ball Scraps and Level 40 Super Weapon(B)! "
Gold,gain,Game/MsgNpc/NpcHandler.cs,53171,MilitiaCaptain,MilitiaCaptain,1,client.Player,500,"You receive 161,000 Experience and 500 Gold.. "
Gold,gain,Game/MsgNpc/NpcHandler.cs,53207,MilitiaCaptain,MilitiaCaptain,4,client.Player,500,"You received some EXP, 500 Silver and 5 Amritas!"
Gold,gain,Game/MsgNpc/NpcHandler.cs,53261,MilitiaLeopard,MilitiaLeopard,1,client.Player,600,"You receive 200,000 Experience and 600 Gold. "
Gold,gain,Game/MsgNpc/NpcHandler.cs,53284,MilitiaLeopard,MilitiaLeopard,3,client.Player,1000,"You've received some EXP, 1,000 Silver and 5 EXP Ball Scraps! "
Gold,gain,Game/MsgNpc/NpcHandler.cs,53378,MilitiaDragon,MilitiaDragon,1,client.Player,600,"You receive 194,000 Experience and 600 Gold. "
Gold,gain,Game/MsgNpc/NpcHandler.cs,53454,MilitiaTiger,MilitiaTiger,2,client.Player,500,"You receive 161,000 Experience and 500 Gold."
Gold,gain,Game/MsgNpc/NpcHandler.cs,53471,MilitiaTiger,MilitiaTiger,3,client.Player,1000,"You received 60 minutes EXP, 1,000 Silver and 5 Amritas!"
Gold,gain,Game/MsgNpc/NpcHandler.cs,53569,BoldBoy,BoldBoy,5,client.Player,800,"You received 60 minutes EXP, 800 Silver and Castle Gate"
Gold,gain,Game/MsgNpc/NpcHandler.cs,53650,FurDealer,FurDealer,4,client.Player,500,
Gold,gain,Game/MsgNpc/NpcHandler.cs,53722,VillageHead,VillageHead,2,client.Player,300,You've received 300 Silver.
Gold,gain,Game/MsgNpc/NpcHandler.cs,53774,VillageHead,VillageHead,5,client.Player,800,"You've received some EXP, 800 Silver, 3 EXP Ball Scraps and a Level 37 Elite Helment! "
Gold,gain,Game/MsgNpc/NpcHandler.cs,53807,VillageHead,VillageHead,7,client.Player,500,You received 151000 Experience and 500 Gold. 
Gold,gain,Game/MsgNpc/NpcHandler.cs,53844,VillageHead,VillageHead,10,client.Player,800,"You've received some EXP, 800 Silver and 3 Small Joy Stones. "
Gold,gain,Game/MsgNpc/NpcHandler.cs,53881,VillageHead,VillageHead,12,client.Player,800,"You received 242,000 Experience and 800 Gold. "
Gold,gain,Game/MsgNpc/NpcHandler.cs,53911,VillageHead,VillageHead,14,client.Player,2000,Let me check.
Gold,spend,Game/MsgNpc/NpcHandler.cs,54021,WineKiddo,WineKiddo,6,client.Player,10000,Alright.
Gold,spend,Game/MsgNpc/NpcHandler.cs,54066,WineKiddo,WineKiddo,3,client.Player,1000,You have bought a bottle of wine from me! Don`t drink too much!
Gold,gain,Game/MsgNpc/NpcHandler.cs,54146,HunterWong,HunterWong,5,client.Player,600,"You received 138,000 EXP and 600 Silver."
Gold,gain,Game/MsgNpc/NpcHandler.cs,54210,PhoenixCastellan,PhoenixCastellan,3,client.Player,500,You've received some exp and 500 Silver.
Gold,gain,Game/MsgNpc/NpcHandler.cs,54226,PhoenixCastellan,PhoenixCastellan,4,client.Player,1200,You've received some exp and 1200 Silver.
Gold,gain,Game/MsgNpc/NpcHandler.cs,54305,IntelligenceAgent,IntelligenceAgent,1,client.Player,800,You've received some exp and 800 Silver.
Gold,gain,Game/MsgNpc/NpcHandler.cs,54396,IntelligenceAgent,IntelligenceAgent,4,client.Player,1000,"You've received some Exp, 1,000 Silver and 5 Amritas!"
Gold,gain,Game/MsgNpc/NpcHandler.cs,54491,ForestGuvernor,ForestGuvernor,3,client.Player,500,"You've received some exp, 500 Silver, a Bound EXP Potion and a Gold Ring(Bound)!"
Gold,gain,Game/MsgNpc/NpcHandler.cs,54607,YuJing,YuJing,2,client.Player,300,You've received some EXP and 300 Silver
Gold,gain,Game/MsgNpc/NpcHandler.cs,54643,YuJing,YuJing,5,client.Player,500,You've received some EXP and 500 Silver
Gold,gain,Game/MsgNpc/NpcHandler.cs,54724,YuLin,YuLin,1,client.Player,300,What? My husband is dead? You can`t be serious!
Gold,gain,Game/MsgNpc/NpcHandler.cs,54790,YuLin,YuLin,7,client.Player,500,"You've received some EXP and 500 Silver, and Uniquer Soft Boots(B)."
Gold,gain,Game/MsgNpc/NpcHandler.cs,54825,MasterHao,MasterHao,0,client.Player,500,The~quest~`Capture~Spirit~I`~is~completed.~You`ve~received~500~Silver~and~some~EXP!
Gold,gain,Game/MsgNpc/NpcHandler.cs,54991,Fortuneteller,Fortuneteller,2,client.Player,500,The~quest~`Capture~Spirit~I`~is~completed.~You`ve~received~500~Silver~and~some~EXP!
Gold,gain,Game/MsgNpc/NpcHandler.cs,55113,RuHua,RuHua,11,client.Player,200,You`ve~completed~`Love~Confession~5`~and~received~200~Silver~and~some~EXP!
Gold,gain,Game/MsgNpc/NpcHandler.cs,55133,RuHua,RuHua,5,client.Player,200,"Yes! This is the Handkerchief I made it, myself. Thanks for your help!"
Gold,gain,Game/MsgNpc/NpcHandler.cs,55179,RuHua,RuHua,2,client.Player,200,
Gold,gain,Game/MsgNpc/NpcHandler.cs,55265,XuLiang,XuLiang,0,client.Player,500,Let me check.
Gold,gain,Game/MsgNpc/NpcHandler.cs,55290,XuLiang,XuLiang,0,client.Player,1200,
Gold,gain,Game/MsgNpc/NpcHandler.cs,55361,XuLiang,XuLiang,30,client.Player,300,Best~wishes~for~you!
Gold,gain,Game/MsgNpc/NpcHandler.cs,55437,XuLiang,XuLiang,24,client.Player,400,Good~luck!
Gold,gain,Game/MsgNpc/NpcHandler.cs,55491,XuLiang,XuLiang,2,client.Player,500,"You~completed~`Letter~Delivery~3`,~and~received~500~Silver~and~5~minutes~of~EXP!"
Gold,gain,Game/MsgNpc/NpcHandler.cs,55727,TCViceCaptain,TCViceCaptain,3,client.Player,100,You~completed~Letter~Delivery~1~and~received~100~silver.
Gold,gain,Game/MsgNpc/NpcHandler.cs,55774,TCViceCaptain,TCViceCaptain,6,client.Player,300,
CP,gain,Game/MsgNpc/NpcHandler.cs,55953,Shelby,Shelby,12,client.Player,1075,"Sorry,~you~do~not~have~20,000~virtue~points."
Gold,spend,Game/MsgNpc/NpcHandler.cs,55991,TcBoxer,TcBoxer,1,client.Player,1000, level is lower than your.
Gold,spend,Game/MsgNpc/NpcHandler.cs,56034,BirdBoxer,BirdBoxer,1,client.Player,1000, level is lower than your.
Gold,spend,Game/MsgNpc/NpcHandler.cs,56077,PheonixBoxer,PheonixBoxer,1,client.Player,1000, level is lower than your.
Gold,spend,Game/MsgNpc/NpcHandler.cs,56120,ApeBoxer,ApeBoxer,1,client.Player,1000, level is lower than your.
Gold,spend,Game/MsgNpc/NpcHandler.cs,56163,DesertBoxer,DesertBoxer,1,client.Player,1000, level is lower than your.
CP,spend,Game/MsgNpc/NpcHandler.cs,56308,SteedRace,SteedRace,3,client.Player,100000,
CP,spend,Game/MsgNpc/NpcHandler.cs,56582,EquipmentBlacksmith,EquipmentBlacksmith,38,client.Player,20000,Thanks~a~lot!
CP,spend,Game/MsgNpc/NpcHandler.cs,56686,EquipmentBlacksmith,EquipmentBlacksmith,68,client.Player,10000,Update Item 
CP,spend,Game/MsgNpc/NpcHandler.cs,57001,DragonTail,DragonTail,1,client.Player,200,
CP,spend,Game/MsgNpc/NpcHandler.cs,57024,DragonTail,DragonTail,2,client.Player,100,
CP,spend,Game/MsgNpc/NpcHandler.cs,57046,DragonTail,DragonTail,3,client.Player,20,
CP,spend,Game/MsgNpc/NpcHandler.cs,57089,SellItems,SellItems,1,client.Player,200,
CP,spend,Game/MsgNpc/NpcHandler.cs,57112,SellItems,SellItems,2,client.Player,100,
CP,spend,Game/MsgNpc/NpcHandler.cs,57134,SellItems,SellItems,3,client.Player,20,
Gold,spend,Game/MsgNpc/NpcHandler.cs,57174,MarketCpAdmin,MarketCpAdmin,3,client.Player,999999999,"You do not have 999,999,999 Silvers with you."
CP,gain,Game/MsgNpc/NpcHandler.cs,57190,MarketCpAdmin,MarketCpAdmin,1,client.Player,2150,Congratulations!You~have~got~2150~CPs~in~your~inventory
CP,gain,Game/MsgNpc/NpcHandler.cs,57208,MarketCpAdmin,MarketCpAdmin,2,client.Player,215,Congratulations!You~have~got~215~CPs~in~your~inventory
Gold,gain,Game/MsgNpc/NpcHandler.cs,57709,StartNpc,StartNpc,3,client.Player,5000,
Gold,spend,Game/MsgNpc/NpcHandler.cs,58239,NemesysConductort,NemesysConductort,1,client.Player,100,You do not have 100 Silvers with you.
Gold,spend,Game/MsgNpc/NpcHandler.cs,58255,NemesysConductort,NemesysConductort,2,client.Player,100,You do not have 100 Silvers with you.
Gold,spend,Game/MsgNpc/NpcHandler.cs,58302,NemesysConductort,SpaceMarks,1,client.Player,1000,
CP,gain,Game/MsgNpc/NpcHandler.cs,58361,JailCPAdmin,JailCPAdmin,1,client.Player,2150,Congratulations!You~have~got~2150~CPs~in~your~inventory
CP,gain,Game/MsgNpc/NpcHandler.cs,58378,JailCPAdmin,JailCPAdmin,2,client.Player,215,Congratulations!You~have~got~215~CPs~in~your~inventory
CP,gain,Game/MsgNpc/NpcHandler.cs,58419,WardenZhang,WardenZhang,1,client.Player,(uint)ConquerPoints,For arrest 
CP,spend,Game/MsgNpc/NpcHandler.cs,58484,JailWarden,JailWarden,4,client.Player,cost,
Gold,spend,Game/MsgNpc/NpcHandler.cs,58550,JailJoin,JailJoin,2,client.Player,1000,
CP,spend,Game/MsgNpc/NpcHandler.cs,59115,P7SacredTreasuresEnvoy,P7SacredTreasuresEnvoy,6,client.Player,17000,
CP,spend,Game/MsgNpc/NpcHandler.cs,59149,P7SacredTreasuresEnvoy,P7SacredTreasuresEnvoy,4,client.Player,3700,
CP,spend,Game/MsgNpc/NpcHandler.cs,59360,SwapperStarry,SwapperStarry,12,client.Player,1000,Please make 1 more space in your inventory
Gold,spend,Game/MsgNpc/NpcHandler.cs,60173,DesertFrozenGroto,Furnitures,1,client.Player,(uint)Furniture.MoneyCost,
Gold,spend,Game/MsgNpc/NpcHandler.cs,60433,DesertFrozenGroto,GuildCondTeleBack,1,client.Player,500,You do not have 500 silvers with you.
Gold,spend,Game/MsgNpc/NpcHandler.cs,60466,DesertFrozenGroto,GuildConductorsProces,1,client.Player,1000,
Gold,spend,Game/MsgNpc/NpcHandler.cs,60503,DesertFrozenGroto,GuildConductorsProces,3,client.Player,100000,
Gold,spend,Game/MsgNpc/NpcHandler.cs,60541,DesertFrozenGroto,GuildConductorsProces,6,client.Player,100000,
Gold,spend,Game/MsgNpc/NpcHandler.cs,60579,DesertFrozenGroto,GuildConductorsProces,5,client.Player,100000,
Gold,spend,Game/MsgNpc/NpcHandler.cs,60617,DesertFrozenGroto,GuildConductorsProces,4,client.Player,100000,
CP,gain,Game/MsgNpc/NpcHandler.cs,60688,GuildOfficer,GuildOfficer,1,client.Player,MsgTournaments.MsgSchedules.GuildWar.Winner.ConquerPointsReward,Please make 3 more spaces in your inventory.
CP,gain,Game/MsgNpc/NpcHandler.cs,60770,EliteGuildOfficer,EliteGuildOfficer,1,client.Player,MsgTournaments.MsgSchedules.EliteGuildWar.Winner.ConquerPointsReward, + client.Player.Name + 
CP,spend,Game/MsgNpc/NpcHandler.cs,61625,Class6House,Class6House,1,client.Player,99000,Please remove all your furnitures from your house.
CP,spend,Game/MsgNpc/NpcHandler.cs,62012,HouseAdmin,HouseAdmin,10,client.Player,cost,"Sorry, but you don`t have enough CPs to buy that."
CP,spend,Game/MsgNpc/NpcHandler.cs,62033,HouseAdmin,HouseAdmin,11,client.Player,cost,"Sorry, but you don`t have enough CPs to buy that."
CP,spend,Game/MsgNpc/NpcHandler.cs,62054,HouseAdmin,HouseAdmin,12,client.Player,cost,"Sorry, but you don`t have enough CPs to buy that."
CP,spend,Game/MsgNpc/NpcHandler.cs,62075,HouseAdmin,HouseAdmin,13,client.Player,cost,"Sorry, but you don`t have enough CPs to buy that."
CP,spend,Game/MsgNpc/NpcHandler.cs,62096,HouseAdmin,HouseAdmin,14,client.Player,cost,"Sorry, but you don`t have enough CPs to buy that."
Gold,spend,Game/MsgNpc/NpcHandler.cs,62232,Barber,Barber,16,client.Player,10000,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62262,Barber,Barber,15,client.Player,10000,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62292,Barber,Barber,14,client.Player,10000,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62322,Barber,Barber,13,client.Player,10000,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62352,Barber,Barber,12,client.Player,10000,Health
