id;name;type;lookface;life;mana;attack_max;attack_min;defence;dexterity;dodge;helmet_type;armor_type;weaponr_type;weaponl_type;attack_range;view_range;escape_life;attack_speed;move_speed;level;attack_user;drop_money;drop_itemtype;size_add;action;run_speed;drop_armet;drop_necklace;drop_armor;drop_ring;drop_weapon;drop_shield;drop_shoes;drop_hp;drop_mp;magic_type;magic_def;magic_hitrate;ai_type;defence2;stc_type;anti_monster;extra_battlelev;extra_exp;extra_damage;species_type;attr_metal;attr_wood;attr_water;attr_fire;attr_earth;vs_callpet;transform_flag;transform_condition;transform_monster;attack_new;defence_new;stable_defence;critical_rate;magic_critical_rate;anti_critical_rate;final_dmg_add;final_dmg_add_mgc;final_dmg_reduce;final_dmg_reduce_mgc;item_drop_rule1;item_drop_rule2;item_drop_rule3;item_drop_rule4;extra_magic_injury;attribute
3986;GearSprite;0001;0254;0010;00;0001;0001;0001;0070;0090;0000;0000;0000;0000;0001;0008;0000;1000;0500;0145;2916355;0000;0000;0005;94416550;1000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;3;75;75;75;75;75;900000;0;0;0;0;6000;0;0;0;25000;0;0;5000;0;0;0;0;0;0;0000000002
3985;SilverSprite;0001;0254;0010;00;0001;0001;0001;0070;0090;0000;0000;0000;0000;0001;0008;0000;1000;0500;0145;2916355;0000;0000;0005;94416550;1000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;3;75;75;75;75;75;900000;0;0;0;0;6000;0;0;0;25000;0;0;5000;0;0;0;0;0;0;0000000002
3984;DragonSoulSprite;0001;0154;0010;00;0001;0001;0001;0070;0090;0000;0000;0000;0000;0001;0008;0000;1000;0500;0145;2916355;0000;0000;0005;94416550;1000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;3;75;75;75;75;75;900000;0;0;0;0;6000;0;0;0;25000;0;0;5000;0;0;0;0;0;0;0000000002
3983;StoneSprite;0001;0154;0010;00;0001;0001;0001;0070;0090;0000;0000;0000;0000;0001;0008;0000;1000;0500;0145;2916355;0000;0000;0005;94416550;1000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;3;75;75;75;75;75;900000;0;0;0;0;6000;0;0;0;25000;0;0;5000;0;0;0;0;0;0;0000000002
3992;RelicsSprite;0001;0254;0010;00;0001;0001;0001;0070;0090;0000;0000;0000;0000;0001;0008;0000;1000;0500;0145;2916355;0000;0000;0005;94416550;1000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;3;75;75;75;75;75;900000;0;0;0;0;6000;0;0;0;25000;0;0;5000;0;0;0;0;0;0;0000000002
4717;DivineStoneBeast;0001;0231;0033;00;0003;0002;0000;0000;0036;0000;0000;0000;0000;0001;0003;0000;1000;0500;0001;32771;0000;0000;0000;94416550;0500;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4718;DivineStarBeast;0001;0231;0033;00;0003;0002;0000;0000;0036;0000;0000;0000;0000;0001;0003;0000;1000;0500;0001;32771;0000;0000;0000;94416550;0500;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4719;DivineChiBeast;0001;0231;0033;00;0003;0002;0000;0000;0036;0000;0000;0000;0000;0001;0003;0000;1000;0500;0001;32771;0000;0000;0000;94416550;0500;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4720;NightmareGeneral;0001;0171;1000000;00;100000;90000;3500;0036;0086;0000;0000;0000;0000;0007;0010;0000;1000;1000;0146;32771;0000;0000;0001;94416550;0500;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;61;0;410;100;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2846;CrushbonePrisoner;0001;0353;75000;00;5000;4000;3500;0160;0086;0000;0000;0000;0000;0002;0010;0000;1000;0500;0135;32771;0000;0000;0001;94416550;0500;099;099;099;099;099;099;099;1000040;1002040;0000;0000;0000;0000;5000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;6000;0;0;0;0;0;0;0;0;0;0000000000
4721;InternHusky;0001;0926;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4722;Lv.1Husky;0001;0926;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4723;Lv.2Husky;0001;0926;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4724;Lv.3Husky;0001;0926;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4725;Lv.4Husky;0001;0926;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4726;Lv.5Husky;0001;0926;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4727;Lv.6Husky;0001;0927;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4728;InternSamoyed;0001;0920;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4729;Lv.1Samoyed;0001;0920;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4730;Lv.2Samoyed;0001;0920;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4731;Lv.3Samoyed;0001;0920;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4732;Lv.4Samoyed;0001;0920;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4733;Lv.5Samoyed;0001;0920;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4734;Lv.6Samoyed;0001;0925;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4735;InternGoldenRetriever;0001;0928;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4736;Lv.1GoldenRetriever;0001;0928;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4737;Lv.2GoldenRetriever;0001;0928;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4738;Lv.3GoldenRetriever;0001;0928;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4739;Lv.4GoldenRetriever;0001;0928;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4740;Lv.5GoldenRetriever;0001;0928;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4741;Lv.6GoldenRetriever;0001;0929;9999;00;0003;0002;99999;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32780;0000;0000;0000;0000;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3118;LoveMessenger;0001;0296;40000;00;2000;1500;0000;0036;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0132;32771;0000;0000;0001;94416550;0500;009;023;009;023;022;009;023;1000040;1002040;0000;0000;0000;0000;10000;61;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3119;LoveThief;0001;0211;98000;00;3000;2300;0000;0036;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0137;32771;0000;0000;0001;94416550;0500;009;023;009;023;022;009;023;1000040;1002040;0000;0000;0000;0000;10000;61;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
2847;BloodboilPrisoner;0001;0262;100000;00;7000;6000;4500;0180;0086;0000;0000;0000;0000;0002;0010;0000;1000;0500;0140;32771;0000;0000;0001;94416550;0500;099;099;099;099;099;099;099;1000040;1002040;0000;0000;0000;0000;5000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;3200;0;0;0;10000;0;0;0;0;0;0;0;0;0;0000000000
2848;BrutalSoulPrisoner;0001;0197;0010;00;6000;5000;4000;0180;0086;0000;0000;0000;0000;0003;0012;0000;1000;0500;0140;32771;0000;0000;0001;94416550;0500;099;099;099;099;099;099;099;1000040;1002040;0000;0000;0000;0000;0001;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;2800;0;0;0;8000;0;0;0;0;0;0;0;0;0;0000000002
4277;TreasureBoxDefender;0001;0155;0010;00;1253;1134;65000;0030;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0100;819203;0000;0000;0001;94416550;0500;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;0001;20;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4816;InfernalPhoenix;0001;0919;1080000000;00;33200;22700;54000;0019;0086;0000;0000;0000;0000;0001;0010;0000;2000;0500;0140;2916355;0000;0000;0001;9700000;0300;000;000;000;000;000;000;000;0000;0000;0000;0000;0000;0000;3000;00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4806;MineDevil;0001;0105;100000;00;7000;6000;4500;0180;0086;0000;0000;0000;0000;0002;0010;0000;1000;0500;0140;32771;0000;0000;0001;94416550;0500;099;099;099;099;099;099;099;1000040;1002040;0000;0000;0000;0000;5000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;3200;0;0;0;10000;0;0;0;0;0;0;0;0;0;0000000000
4824;BloodSnake;0001;0155;80000;00;7000;6000;3500;0180;0086;0000;0000;0000;0000;0002;0010;0000;1000;0500;0140;32771;0000;0000;0001;94416550;0500;099;099;099;099;099;099;099;1000040;1002040;1000;0000;0070;0000;5000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;3200;0;0;0;10000;0;5500;0;0;0;0;0;0;0;0000000000
3497;LuckyAutumnDemon;0001;0369;0033;00;0005;0004;0000;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32771;0005;0000;0000;94416550;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3498;LuckyAutumnAncientDemon;0001;0156;0033;00;0005;0004;0000;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32771;0005;0000;0000;94416550;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3499;LuckyAutumnFloodDemon;0001;0377;0033;00;0005;0004;0000;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32771;0005;0000;0000;94416550;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3500;LuckyAutumnHeavenDemon;0001;0165;0033;00;0005;0004;0000;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32771;0005;0000;0000;94416550;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3501;LuckyAutumnChaosDemon;0001;0327;0033;00;0005;0004;0000;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32771;0005;0000;0000;94416550;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3502;LuckyAutumnAuroraDemon;0001;0210;0033;00;0005;0004;0000;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32771;0005;0000;0000;94416550;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3503;LuckyAutumnTaiChiDemon;0001;0210;0033;00;0005;0004;0000;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32771;0005;0000;0000;94416550;0500;099;099;099;099;099;099;099;1000000;1001000;0000;0000;0000;0000;10000;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3824;DemonKnight;0001;0006;0007;00;2600;2200;20000;0060;0086;0000;0000;0000;0000;0002;0010;0000;1000;0500;0140;5013539;0000;0000;0001;94416550;0500;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;0001;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4757;DemonSwordsman;0001;0006;0007;00;2600;2200;20000;0060;0086;0000;0000;0000;0000;0002;0010;0000;1000;0500;0140;5013539;0000;0000;0001;94416550;0500;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;0001;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3711;SeniorGreyFalcon;0001;0231;400000;00;1750;0750;1250;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3712;SeniorSorrowFalcon;0001;0304;800000;00;1800;0800;1300;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3713;SeniorInfernalSerpent;0001;0203;1200000;00;1825;0825;1325;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3714;SeniorSandWraith;0001;0202;1600000;00;1850;0850;1350;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3715;SeniorSoulEater;0001;0156;2000000;00;1875;0875;1375;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3716;SeniorEvilWhisperer;0001;0103;2400000;00;1900;0900;1400;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3717;SeniorTwistedDevil;0001;0204;2800000;00;1925;0925;1425;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3718;SeniorHeartseeker;0001;0309;3200000;00;1950;0950;1450;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3719;SeniorFrostDevil;0001;0105;3600000;00;1975;0975;1475;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3720;SeniorSoullessDevil;0001;0200;4000000;00;2000;1000;1500;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3721;SeniorFallenFalcon;0001;0205;4400000;00;2025;1025;1525;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3722;SeniorDustBat;0001;0206;4800000;00;2050;1050;1550;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3723;SeniorFleshTearer;0001;0305;5200000;00;2075;1075;1575;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3724;SeniorBoneBiter;0001;0309;5600000;00;2100;1100;1600;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3725;SeniorTerrorSerpent;0001;0404;6000000;00;2125;1125;1625;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3726;SeniorHeartBreaker;0001;0303;6400000;00;2150;1150;1650;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3727;SeniorMarrowEater;0001;0356;6800000;00;2175;1175;1675;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3728;SeniorBrainEater;0001;0136;7200000;00;2200;1200;1700;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3729;SeniorRocketBat;0001;0148;7600000;00;2225;1225;1725;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3730;SeniorCorpseSwallower;0001;0284;8000000;00;2250;1250;1750;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0100;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3731;SeniorShinraWraith;0001;0197;8400000;00;2275;1275;1775;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0110;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3732;SeniorDeathWraith;0001;0210;8800000;00;2300;1300;1800;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0110;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
3733;SeniorFieryWraith;0001;0282;9200000;00;2325;1325;1825;0070;0086;0000;0000;0000;0000;0009;0035;0000;1000;0000;0110;819203;0000;0000;0001;94416550;0000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
